word,mean_abs_shap,mean_shap,count
ever-expanding,0.05937090921621674,0.05937090921621674,1
arabia,0.05932471637960941,-0.05285994874505123,2
destroy,0.05928943822541947,0.05928943822541947,2
““ceo””,0.059269122750265524,0.059269122750265524,1
happen,0.05923257976870185,0.05923257976870185,1
allowing,0.05909275589040434,0.05909275589040434,1
counterparts,0.05906865036544891,-0.05906865036544891,1
theologically,0.058962787268683314,0.058962787268683314,1
image,0.05890679672787276,-0.05890679672787276,1
thursday,0.05871533977981721,-0.05871533977981721,6
sure,0.058564668459972984,0.058564668459972984,2
reuters,0.058558675802487414,-0.058558675802487414,1
unpopular,0.058547111625263756,-0.05095816167169967,2
exchanges,0.05843400324229151,-0.05843400324229151,1
nuts,0.058380352705717085,0.058380352705717085,1
kailee,0.0581290025729686,-0.0581290025729686,1
williamson,0.05801939811896194,-0.05801939811896194,1
archivist,0.05793563080411072,-0.05793563080411072,1
nine,0.05791054541201323,-0.05791054541201323,3
erupting,0.057883863541064784,0.057883863541064784,1
scotland,0.057839394081383944,-0.057839394081383944,1
conspired,0.0578386382682116,0.0578386382682116,1
claiming,0.05783556984757225,0.04938676348734628,5
sinister,0.0577837429250832,0.0577837429250832,1
trying,0.05772582721083939,0.05772582721083939,3
"$100,000",0.05771953812412297,-0.05771953812412297,1
editing,0.057603213703259826,0.057603213703259826,1
prevention,0.057535407821309156,-0.057535407821309156,1
1998,0.05752305593341589,-0.05752305593341589,1
bjp,0.05737286992371082,-0.05737286992371082,1
reporters,0.057357256271643564,-0.057357256271643564,1
close,0.05732514488045126,-0.05732514488045126,1
infants,0.05720076357586852,-0.05720076357586852,1
unlikely,0.05719019823237999,-0.05719019823237999,2
““defund,0.05706121631665155,-0.05706121631665155,1
2015,0.05704324347898364,-0.05704324347898364,1
lie,0.057016103361092974,0.057016103361092974,1
beijing,0.05693835475540254,-0.05693835475540254,1
search,0.05688956411526513,-0.05683892420941569,3
imports,0.05688774346393377,-0.05688774346393377,1
left-wing,0.05679755541474123,0.03208815033991386,4
contours,0.056729961617384105,-0.056729961617384105,1
entirely,0.05667034640080399,0.05667034640080399,1
u.s,0.05663562221755225,-0.05663562221755225,34
““when,0.056579654570668936,-0.056579654570668936,1
"roe,””",0.05654556296455363,0.05654556296455363,1
policies,0.05652558790540397,0.04503031589301102,8
re-election,0.056445758841517896,-0.056445758841517896,1
ordained,0.056250783062919425,-0.044553342137347775,2
planet,0.05617024413576083,0.05617024413576083,1
criticized,0.055771693232009645,-0.055771693232009645,2
32-year-old,0.05573751514829282,-0.05573751514829282,1
policies—by,0.05573062798551594,0.05573062798551594,1
best,0.05571387019008398,0.05571387019008398,1
claims,0.05564711490557307,0.029069922431593852,5
panel's,0.05557967468727535,-0.05557967468727535,1
attempt””,0.055556785882799886,-0.055556785882799886,1
tweet,0.05543755170138966,-0.05543755170138966,1
attendance,0.0553170973170464,-0.0553170973170464,1
neighbors,0.055310254766178936,-0.05329710332346924,2
loans,0.055291350680312865,-0.055291350680312865,2
extraordinarily,0.055237307024071924,0.055237307024071924,1
